(0, 0)   -9389.68197862321142
(0, 0.1)   -9389.68198382635369
(0, 0.2)   -9389.68198902950419
(0, 0.3)   -9389.68199423265464
(0, 0.4)   -9389.6819994358034
(0, 0.5)   -9389.68200463895216
(0, 0.6)   -9389.68200984209976
(0, 0.7)   -9389.68201504524591
(0, 0.8)   -9389.68202024839105
(0, 0.9)   -9389.6820254515357
(0, 1)   -9389.68203065468009
(0, 1)   -9389.68203585782302
(0, 1)   -9389.6820410609655
(0, 1)   -9389.68204626410668
(0, 1)   -9389.68205146724767
(0, 2)   -9389.6820566703875
(0, 2)   -9389.68206187352543
(0, 2)   -9389.68206707666337
(0, 2)   -9389.68207227980119
(0, 2)   -9389.68207748293733
(0, 2)   -9389.6820826860733
(0, 2)   -9389.6820878892096
(0, 2)   -9389.68209309234327
(0, 2)   -9389.68209829547597
(0, 2)   -9389.68210349860918
(0, 3)   -9389.6821087017403
(0, 3)   -9389.68211390487091
(0, 3)   -9389.68211910800146
(0, 3)   -9389.68212431113121
(0, 3)   -9389.68212951425946
(0, 3)   -9389.68213471738647
(0, 3)   -9389.68213992051285
(0, 3)   -9389.68214512363913
(0, 3)   -9389.68215032676451
(0, 3)   -9389.68215552988805
(0, 4)   -9389.68216073301146
(0, 4)   -9389.68216593613477
(0, 4)   -9389.68217113925688
(0, 4)   -9389.68217634237823
(0, 4)   -9389.68218154549873
(0, 4)   -9389.68218674861774
(0, 4)   -9389.68219195173596
(0, 4)   -9389.68219715485338
(0, 4)   -9389.68220235797036
(0, 4)   -9389.68220756108654
(0, 5)   -9389.6822127642021
(0, 5)   -9389.68221796731636
(0, 5)   -9389.68222317043132
(0, 5)   -9389.68222837354392
(0, 5)   -9389.68223357665479
(0, 5)   -9389.68223877976705
(0, 5)   -9389.68224398287751
(0, 5)   -9389.68224918598662
(0, 5)   -9389.68225438909523
(0, 5)   -9389.68225959220277
(0, 6)   -9389.68226479530955
(0, 6)   -9389.68226999841536
(0, 6)   -9389.68227520152254
(0, 6)   -9389.68228040462797
(0, 6)   -9389.68228560773094
(0, 6)   -9389.68229081083441
(0, 6)   -9389.68229601393641
(0, 6)   -9389.68230121703759
(0, 6)   -9389.68230642013791
(0, 6)   -9389.68231162323772
(0, 7)   -9389.68231682633599
(0, 7)   -9389.68232202943476
(0, 7)   -9389.68232723253283
(0, 7)   -9389.68233243562877
(0, 7)   -9389.68233763872338
(0, 7)   -9389.68234284181816
(0, 7)   -9389.68234804491317
(0, 7)   -9389.68235324800636
(0, 7)   -9389.68235845109911
(0, 7)   -9389.68236365419148
(0, 8)   -9389.682368857282 
(0, 8)   -9389.68237406037207
(0, 8)   -9389.682379263461 
(0, 8)   -9389.68238446654906
(0, 8)   -9389.68238966963593
(0, 8)   -9389.68239487272245
(0, 8)   -9389.68240007580882
(0, 8)   -9389.68240527889369
(0, 8)   -9389.68241048197706
(0, 8)   -9389.68241568505959
(0, 9)   -9389.68242088814377
(0, 9)   -9389.68242609122578
(0, 9)   -9389.68243129430594
(0, 9)   -9389.68243649738668
(0, 9)   -9389.68244170046626
(0, 9)   -9389.68244690354514
(0, 9)   -9389.68245210662299
(0, 9)   -9389.68245730969912
(0, 9)   -9389.68246251277398
(0, 9)   -9389.68246771585009
(0, 1e+01)   -9389.68247291892626
(0, 1e+01)   -9389.68247812199979
(0, 1e+01)   -9389.68248332507205
(0, 1e+01)   -9389.68248852814347
(0, 1e+01)   -9389.68249373121502
(0, 1e+01)   -9389.68249893428497
(0, 1e+01)   -9389.68250413735406
(0, 1e+01)   -9389.68250934042297
(0, 1e+01)   -9389.68251454349131
(0, 1e+01)   -9389.68251974655828
(0, 1e+01)   -9389.68252494962359
(0, 1e+01)   -9389.68253015268831
(0, 1e+01)   -9389.68253535575318
(0, 1e+01)   -9389.68254055881818
(0, 1e+01)   -9389.68254576188107
(0, 1e+01)   -9389.68255096494345
(0, 1e+01)   -9389.68255616800448
(0, 1e+01)   -9389.68256137106441
(0, 1e+01)   -9389.68256657412519
(0, 1e+01)   -9389.68257177718398
(0, 1e+01)   -9389.68257698024227
(0, 1e+01)   -9389.68258218329906
(0, 1e+01)   -9389.68258738635471
(0, 1e+01)   -9389.68259258941094
(0, 1e+01)   -9389.6825977924658
(0, 1e+01)   -9389.68260299551919
(0, 1e+01)   -9389.68260819857237
(0, 1e+01)   -9389.68261340162602
(0, 1e+01)   -9389.68261860467719
(0, 1e+01)   -9389.68262380772692
(0, 1e+01)   -9389.68262901077741
(0, 1e+01)   -9389.68263421382659
(0, 1e+01)   -9389.68263941687575
(0, 1e+01)   -9389.68264461992426
(0, 1e+01)   -9389.68264982296873
(0, 1e+01)   -9389.68265502601311
(0, 1e+01)   -9389.68266022905919
(0, 1e+01)   -9389.68266543210402
(0, 1e+01)   -9389.68267063514692
(0, 1e+01)   -9389.68267583818949
(0, 1e+01)   -9389.6826810412315
(0, 1e+01)   -9389.68268624427147
(0, 1e+01)   -9389.68269144731223
(0, 1e+01)   -9389.6826966503517
(0, 1e+01)   -9389.68270185338978
(0, 1e+01)   -9389.68270705642841
(0, 1e+01)   -9389.68271225946529
(0, 1e+01)   -9389.6827174625006
(0, 1e+01)   -9389.68272266553508
(0, 1e+01)   -9389.68272786856897
(0, 1e+01)   -9389.68273307160229
(0, 1e+01)   -9389.68273827463618
(0, 1e+01)   -9389.68274347766973
(0, 1e+01)   -9389.6827486807003
(0, 1e+01)   -9389.68275388372907
(0, 2e+01)   -9389.68275908675764
(0, 2e+01)   -9389.68276428978576
(0, 2e+01)   -9389.68276949281439
(0, 2e+01)   -9389.68277469584264
(0, 2e+01)   -9389.68277989886845
(0, 2e+01)   -9389.68278510189308
(0, 2e+01)   -9389.68279030491767
(0, 2e+01)   -9389.68279550794256
(0, 2e+01)   -9389.68280071096565
(0, 2e+01)   -9389.68280591398694
(0, 2e+01)   -9389.68281111700849
(0, 2e+01)   -9389.6828163200286
(0, 2e+01)   -9389.68282152304814
(0, 2e+01)   -9389.68282672606717
(0, 2e+01)   -9389.68283192908497
(0, 2e+01)   -9389.68283713210135
(0, 2e+01)   -9389.68284233511675
(0, 2e+01)   -9389.68284753813297
(0, 2e+01)   -9389.68285274114853
(0, 2e+01)   -9389.68285794416264
(0, 2e+01)   -9389.68286314717528
(0, 2e+01)   -9389.68286835018723
(0, 2e+01)   -9389.68287355319926
(0, 2e+01)   -9389.68287875621013
(0, 2e+01)   -9389.68288395922041
(0, 2e+01)   -9389.68288916222869
(0, 2e+01)   -9389.68289436523607
(0, 2e+01)   -9389.68289956824424
(0, 2e+01)   -9389.68290477125107
(0, 2e+01)   -9389.68290997425578
(0, 2e+01)   -9389.68291517726  
(0, 2e+01)   -9389.68292038026419
(0, 2e+01)   -9389.68292558326808
(0, 2e+01)   -9389.6829307862706
(0, 2e+01)   -9389.68293598927096
(0, 2e+01)   -9389.68294119227196
(0, 2e+01)   -9389.68294639527286
(0, 2e+01)   -9389.6829515982721
(0, 2e+01)   -9389.68295680127072
(0, 2e+01)   -9389.68296200426816
(0, 2e+01)   -9389.68296720726485
(0, 2e+01)   -9389.68297241026041
(0, 2e+01)   -9389.6829776132565
(0, 2e+01)   -9389.68298281625008
(0, 2e+01)   -9389.68298801924321
(0, 2e+01)   -9389.68299322223683
(0, 2e+01)   -9389.68299842522865
(0, 2e+01)   -9389.68300362822061
(0, 2e+01)   -9389.68300883120983
(0, 2e+01)   -9389.68301403419774
(0, 2e+01)   -9389.6830192371869
(0, 2e+01)   -9389.68302444017571
(0, 2e+01)   -9389.68302964316176
(0, 2e+01)   -9389.68303484614831
(0, 2e+01)   -9389.683040049134 
(0, 2e+01)   -9389.68304525211766
(0, 2e+01)   -9389.68305045510172
