510062468.184     -166756422.92     208425068.67      214616257.94      -128.76976233     -328.46545774     -16.136734155   
510062508.184     -166761572.392947  208411928.40979   214615610.764924  -128.70388414153  -328.547552607288  -16.2220203275976
510062579.027366  -166770686.076035  208388647.845289  214614456.191717  -128.587195062846  -328.692947014154  -16.37307943156 
510062679.027366  -166783536.558669  208355768.289125  214612808.221402  -128.422451989543  -328.898175196027  -16.5863311773695
510062779.027366  -166796370.565305  208322868.210461  214611138.92462   -128.257675076522  -329.10339703515  -16.799608754746
510062879.027366  -166809188.092556  208289947.609929  214609448.298788  -128.092864288309  -329.308612563432  -17.012912204492
510062979.027366  -166821989.137032  208257006.488158  214607736.341316  -127.928019589401  -329.513821812779  -17.2262415674336
510063079.027366  -166834773.695342  208224044.845774  214606003.04961   -127.763140944266  -329.719024815098  -17.4395968844204
510063179.027366  -166847541.764088  208191062.683402  214604248.421072  -127.598228317342  -329.924221602293  -17.6529781963252
510063279.027366  -166860293.339872  208158060.00166   214602472.453102  -127.433281673038  -330.129412206268  -17.8663855440445
510063379.027366  -166873028.419288  208125036.801166  214600675.143094  -127.268300975733  -330.334596658924  -18.0798189684984
510063479.027366  -166885746.99893  208091993.082532  214598856.488438  -127.103286189777  -330.539774992163  -18.2932785106305
510063579.027366  -166898449.075388  208058928.84637   214597016.48652   -126.938237279491  -330.744947237884  -18.5067642114083
510063679.027366  -166911134.645248  208025844.093287  214595155.134723  -126.773154209166  -330.950113427985  -18.7202761118227
510063779.027366  -166923803.70509  207992738.823885  214593272.430423  -126.608036943062  -331.155273594364  -18.9338142528886
510063879.027366  -166936456.251495  207959613.038767  214591368.370996  -126.442885445412  -331.360427768917  -19.1473786756445
510063979.027366  -166949092.281037  207926466.73853   214589442.953811  -126.277699680417  -331.565575983539  -19.360969421153
510064079.027366  -166961711.790288  207893299.923768  214587496.176233  -126.112479612249  -331.770718270125  -19.5745865305003
510064179.027366  -166974314.775815  207860112.595073  214585528.035624  -125.947225205051  -331.975854660566  -19.7882300447967
510064279.027366  -166986901.234183  207826904.753032  214583538.529342  -125.781936422935  -332.180985186756  -20.0019000051766
510064379.027366  -166999471.161953  207793676.39823   214581527.65474   -125.616613229984  -332.386109880584  -20.2155964527982
510064479.027366  -167012024.555681  207760427.531249  214579495.409167  -125.451255590249  -332.591228773942  -20.4293194288439
510064579.027366  -167024561.411921  207727158.152667  214577441.789969  -125.285863467755  -332.796341898718  -20.6430689745202
510064679.027366  -167037081.727224  207693868.26306   214575366.794486  -125.120436826493  -333.0014492868   -20.8568451310579
510064779.027366  -167049585.498135  207660557.863     214573270.420054  -124.954975630427  -333.206550970075  -21.0706479397118
510064879.027366  -167062072.721197  207627226.953055  214571152.664008  -124.789479843488  -333.411646980431  -21.284477441761
510064979.027366  -167074543.392949  207593875.533792  214569013.523675  -124.623949429579  -333.616737349752  -21.4983336785092
510065079.027366  -167086997.509927  207560503.605772  214566852.99638   -124.458384352572  -333.821822109924  -21.712216691284
510065179.027366  -167099435.068663  207527111.169556  214564671.079443  -124.292784576309  -334.02690129283  -21.9261265214379
510065279.027366  -167111856.065685  207493698.225699  214562467.77018   -124.127150064601  -334.231974930353  -22.1400632103474
510065379.027366  -167124260.497517  207460264.774754  214560243.065904  -123.96148078123  -334.437043054377  -22.3540267994138
510065479.027366  -167136648.360681  207426810.817271  214557996.963922  -123.795776689947  -334.642105696783  -22.5680173300628
510065579.027366  -167149019.651693  207393336.353796  214555729.461538  -123.630037754471  -334.847162889452  -22.7820348437447
510065679.027366  -167161374.367069  207359841.384873  214553440.556053  -123.464263938493  -335.052214664264  -22.9960793819347
510065779.027366  -167173712.503317  207326325.911043  214551130.24476   -123.298455205672  -335.2572610531   -23.2101509861322
510065879.027366  -167186034.056945  207292789.932841  214548798.524952  -123.132611519637  -335.462302087838  -23.4242496978619
510065979.027366  -167198339.024455  207259233.450803  214546445.393915  -122.966732843986  -335.667337800358  -23.6383755586727
510066079.027366  -167210627.402346  207225656.465457  214544070.848934  -122.800819142287  -335.872368222538  -23.8525286101389
510066179.027366  -167222899.187114  207192058.977333  214541674.887286  -122.634870378077  -336.077393386254  -24.0667088938592
510066279.027366  -167235154.375252  207158440.986954  214539257.506246  -122.468886514861  -336.282413323386  -24.2809164514575
510066379.027366  -167247392.963246  207124802.494842  214536818.703085  -122.302867516116  -336.487428065808  -24.4951513245826
510066479.027366  -167259614.947582  207091143.501513  214534358.475069  -122.136813345284  -336.692437645398  -24.7094135549084
510066579.027366  -167271820.324742  207057464.007484  214531876.819461  -121.970723965781  -336.897442094031  -24.9237031841336
510066679.027366  -167284009.091201  207023764.013264  214529373.733517  -121.804599340988  -337.102441443583  -25.1380202539824
510066779.027366  -167296181.243434  206990043.519364  214526849.214494  -121.638439434258  -337.307435725928  -25.3523648062039
510066879.027366  -167308336.77791  206956302.526287  214524303.259639  -121.47224420891  -337.512424972942  -25.5667368825725
510066979.027366  -167320475.691097  206922541.034536  214521735.866198  -121.306013628235  -337.7174092165   -25.7811365248878
510067079.027366  -167332597.979456  206888759.04461   214519147.031414  -121.13974765549  -337.922388488474  -25.9955637749748
510067179.027366  -167344703.639447  206854956.557003  214516536.752522  -120.973446253903  -338.12736282074  -26.2100186746838
510067279.027366  -167356792.667525  206821133.572209  214513905.026756  -120.80710938667  -338.33233224517  -26.4245012658904
