441568800         -3.68003042981909673e-08
441568810         -3.66847505652398528e-08
441568820         -3.65673787912053702e-08
441568830         -3.64493202472294194e-08
441568840         -3.63300255852818661e-08
441568850         -3.62095407487351379e-08
441568860         -3.60878158942737143e-08
441568870         -3.59642879690999232e-08
441568880         -3.58402016371196539e-08
441568890         -3.5715470002368741e-08
441568900         -3.5588420144522385e-08
441568910         -3.54613793916047562e-08
441568920         -3.53320103214825522e-08
441568930         -3.52026621889899473e-08
441568940         -3.50716205977559346e-08
441568950         -3.49394258431911425e-08
441568960         -3.48061311977954011e-08
441568970         -3.46723245577341961e-08
441568980         -3.45368224946216434e-08
441568990         -3.4400824121042727e-08
441569000         -3.42631667021969742e-08
441569010         -3.4124417675770448e-08
441569020         -3.39852158565963317e-08
441569030         -3.3844957459455247e-08
441569040         -3.37030368315483601e-08
441569050         -3.35607139498555106e-08
441569060         -3.3417342121447343e-08
441569070         -3.32729309005338151e-08
441569080         -3.31269326175484029e-08
441569090         -3.29805156301304645e-08
441569100         -3.28330748603779355e-08
441569110         -3.26852694008310628e-08
441569120         -3.25352716972722847e-08
441569130         -3.23849088047498556e-08
441569140         -3.22341474843029294e-08
441569150         -3.2081221359459897e-08
441569160         -3.19285602249608165e-08
441569170         -3.17743342879981415e-08
441569180         -3.1619750658841322e-08
441569190         -3.14636356504029894e-08
441569200         -3.13065974904172543e-08
441569210         -3.11492042732087553e-08
441569220         -3.09903257164221932e-08
441569230         -3.08311054979262769e-08
441569240         -3.06709858060006652e-08
441569250         -3.05093388193125341e-08
441569260         -3.03480110880722343e-08
441569270         -3.01840098652907296e-08
441569280         -3.00208791070349502e-08
441569290         -2.98562903834527972e-08
441569300         -2.96908109278420708e-08
441569310         -2.95244442905460514e-08
441569320         -2.93572452802191402e-08
441569330         -2.91891639631407494e-08
441569340         -2.90202011357661125e-08
441569350         -2.88504294188666082e-08
441569360         -2.86803566076167028e-08
441569370         -2.85094768870562138e-08
441569380         -2.833653208118927e-08
441569390         -2.81639628306700519e-08
441569400         -2.79905316861602958e-08
