0                 3.8572761695832e-07
100               -7.60233888286166e-07
200               2.74994818028063e-07
300               -nan            
400               -nan            
500               -2.32390448218212e-07
600               -nan            
700               -nan            
800               1.46259480970912e-07
900               4.31575244874693e-07
1000              -5.10019162902609e-07
1100              7.29722160031088e-07
1200              6.09197741141543e-08
1300              2.1018240659032e-07
1400              -5.26581061421894e-07
1500              -1.04402715805918e-07
1600              4.5425804273691e-07
1700              -2.13851308217272e-07
1800              2.77064827969298e-07
1900              2.60872366197873e-06
2000              -1.0578860383248e-06
2100              6.31862712907605e-06
2200              -5.59506406716537e-06
2300              1.05752988019958e-05
2400              -3.75334238924552e-05
2500              3.65100058843382e-05
2600              -7.60818311391631e-05
2700              -4.84564843645785e-05
2800              0.000135745545776444
2900              -8.20911282062298e-05
3000              0.000296313683065819
3100              -0.00042430279427208
3200              0.00058626988902688
3300              -0.000189287466128008
3400              -0.000813727685454069
3500              0.000616462406469509
3600              -1.11341305455426e-05
