(0, 0)   -15235.9877353744215
(0, 0.1)   -15235.9877174012511
(0, 0.2)   -15235.9875396665657
(0, 0.3)   -15235.9872021703654
(0, 0.4)   -15235.9867055783231
(0, 0.5)   -15235.9860492247658
(0, 0.6)   -15235.9852331096936
(0, 0.7)   -15235.9842578987794
(0, 0.8)   -15235.9831235920233
(0, 0.9)   -15235.9818288580792
(0, 1)   -15235.9803750282931
(0, 1)   -15235.9787621026651
(0, 1)   -15235.9769894155221
(0, 1)   -15235.9750569668642
(0, 1)   -15235.9729654223643
(0, 2)   -15235.9707141163495
(0, 2)   -15235.9683037144927
(0, 2)   -15235.9657328854479
(0, 2)   -15235.9630036262342
(0, 2)   -15235.9601139398325
(0, 2)   -15235.9570658232618
(0, 2)   -15235.9538572795032
(0, 2)   -15235.9504896399027
(0, 2)   -15235.9469622387872
(0, 2)   -15235.9432757418297
(0, 3)   -15235.9394294833572
(0, 3)   -15235.9354234633698
(0, 3)   -15235.9312583475405
(0, 3)   -15235.9269341358692
(0, 3)   -15235.9224494970099
(0, 3)   -15235.9178057623087
(0, 3)   -15235.9130029317655
(0, 3)   -15235.9080403397073
(0, 3)   -15235.9029179861342
(0, 3)   -15235.8976365367191
(0, 4)   -15235.8921953257891
(0, 4)   -15235.8865943533441
(0, 4)   -15235.8808342850572
(0, 4)   -15235.8749144552553
(0, 4)   -15235.8688355296114
(0, 4)   -15235.8625968424526
(0, 4)   -15235.8561990594518
(0, 4)   -15235.849641514936
(0, 4)   -15235.8429242089053
(0, 4)   -15235.8360478070327
(0, 5)   -15235.829011643645
(0, 5)   -15235.8218157187425
(0, 5)   -15235.8144606979979
(0, 5)   -15235.8069465814114
(0, 5)   -15235.799272037637
(0, 5)   -15235.7914383980205
(0, 5)   -15235.7834456625622
(0, 5)   -15235.7752931655888
(0, 5)   -15235.7669809071005
(0, 5)   -15235.7585095527703
(0, 6)   -15235.7498784369251
(0, 6)   -15235.7410882252379
(0, 6)   -15235.7321382520358
(0, 6)   -15235.7230285173187
(0, 6)   -15235.7137596867596
(0, 6)   -15235.7043310946856
(0, 6)   -15235.6947434067696
(0, 6)   -15235.6849959573387
(0, 6)   -15235.6750887463928
(0, 6)   -15235.665022439605
(0, 7)   -15235.6547963713022
(0, 7)   -15235.6444112071574
(0, 7)   -15235.6338662814977
(0, 7)   -15235.623162259996
(0, 7)   -15235.6122984769793
(0, 7)   -15235.6012749324477
(0, 7)   -15235.5900922920742
(0, 7)   -15235.5787498901857
(0, 7)   -15235.5672483924552
(0, 7)   -15235.5555871332097
(0, 8)   -15235.5437661124493
(0, 8)   -15235.531785995847
(0, 8)   -15235.5196461177297
(0, 8)   -15235.5073471437704
(0, 8)   -15235.4948884082961
(0, 8)   -15235.4822699113069
(0, 8)   -15235.4694923184758
(0, 8)   -15235.4565556298027
(0, 8)   -15235.4434585139416
(0, 8)   -15235.4302029679115
(0, 9)   -15235.4167869946936
(0, 9)   -15235.4032119256336
(0, 9)   -15235.3894777607317
(0, 9)   -15235.3755838343148
(0, 9)   -15235.361530146383
(0, 9)   -15235.3473173626092
(0, 9)   -15235.3329448173204
(0, 9)   -15235.3184125105167
(0, 9)   -15235.303721107871
(0, 9)   -15235.2888706093834
(0, 1e+01)   -15235.2738603493808
(0, 1e+01)   -15235.2586903278633
(0, 1e+01)   -15235.2433612105037
(0, 1e+01)   -15235.2278723316293
(0, 1e+01)   -15235.2122243569128
(0, 1e+01)   -15235.1964166206814
(0, 1e+01)   -15235.1804491229351
(0, 1e+01)   -15235.1643225293468
(0, 1e+01)   -15235.1480361742435
(0, 1e+01)   -15235.1315907232983
(0, 1e+01)   -15235.1149855108381
(0, 1e+01)   -15235.098221202536
(0, 1e+01)   -15235.0812971327188
(0, 1e+01)   -15235.0642133013868
(0, 1e+01)   -15235.0469703742128
(0, 1e+01)   -15235.0295683511968
(0, 1e+01)   -15235.0120065666658
(0, 1e+01)   -15234.9942850206199
(0, 1e+01)   -15234.976404378732
(0, 1e+01)   -15234.9583639753292
(0, 1e+01)   -15234.9401638104114
(0, 1e+01)   -15234.9218052153247
(0, 1e+01)   -15234.90328619305 
(0, 1e+01)   -15234.8846080749333
(0, 1e+01)   -15234.8657701953017
(0, 1e+01)   -15234.8467732198281
(0, 1e+01)   -15234.8276171485125
(0, 1e+01)   -15234.808300650009
(0, 1e+01)   -15234.7888250556635
(0, 1e+01)   -15234.7691903654761
(0, 1e+01)   -15234.7493959137737
(0, 1e+01)   -15234.7294423662294
(0, 1e+01)   -15234.70932905717 
(0, 1e+01)   -15234.6890559865958
(0, 1e+01)   -15234.6686238201796
(0, 1e+01)   -15234.6480325579213
(0, 1e+01)   -15234.6272808684752
(0, 1e+01)   -15234.6063707488601
(0, 1e+01)   -15234.58530086773 
(0, 1e+01)   -15234.564071225085
(0, 1e+01)   -15234.542681820925
(0, 1e+01)   -15234.521133986596
(0, 1e+01)   -15234.4994257250791
(0, 1e+01)   -15234.4775583677203
(0, 1e+01)   -15234.4555319145194
(0, 1e+01)   -15234.4333456998036
(0, 1e+01)   -15234.4109997235729
(0, 1e+01)   -15234.3884946515001
