0                 7037613.72352386  3237952.92678759  2150476.15106024  -1465.37073667488  -41.0666336979955  6622.85625637087
10                7022690.28140405  3237418.08220088  2216621.21719392  -1519.28265611587  -65.8942522928218  6606.07723070828
20                7007228.77529692  3236635.20462223  2282596.10542336  -1572.98310821704  -90.6730071447669  6588.82113134968
30                6991231.33260511  3235604.78941597  2348396.05868206  -1626.46955196842  -115.401555007213  6571.09069193286
40                6974700.10599707  3234327.34531523  2414016.34722584  -1679.73947513413  -140.078565332964  6552.88864324257
50                6957637.27312167  3232803.39429588  2479452.26860314  -1732.79039379219  -164.702720095028  6534.21771298341
60                6940045.03632734  3231033.47145219  2544699.14762315  -1785.61985187655  -189.272713608167  6515.08062556284
70                6921925.6223858   3229018.12487432  2609752.33632177  -1838.22542072209  -213.787252350554  6495.4801018838 
80                6903281.28222028  3226757.91552756  2674607.21392559  -1890.60469861251  -238.2450547859   6475.41885914704
90                6884114.29063831  3224253.41713341  2739259.1868139   -1942.75531033123  -262.644851185936  6454.89961066285
100               6864426.94606894  3221505.21605232  2803703.68847889  -1994.67490671505  -286.985383453539  6433.9250656721 
110               6844221.57030446  3218513.91116829  2867936.17948411  -2046.36116421119  -311.265404946218  6412.49792917647
120               6823500.50824644  3215280.11377522  2931952.14742125  -2097.81178443738  -335.483680300128  6390.62090177745
130               6802266.12765626  3211804.44746499  2995747.10686537  -2149.02449374495  -359.638985254913  6368.29667952451
140               6780520.81890991  3208087.54801726  3059316.59932868  -2199.99704278555  -383.7301064789   6345.52795377165
150               6758266.99475716  3204130.06329114  3122656.19321287  -2250.7272060807  -407.75584139518  6322.31741104262
160               6735507.09008502  3199932.65311841  3185761.48376021  -2301.21278159518  -431.714998008198  6298.66773290454
170               6712243.56168536  3195495.98919864  3248628.09300332  -2351.4515903134  -455.606394731265  6274.58159584965
180               6688478.8880269   3190820.75499595  3311251.66971396  -2401.44147581939  -479.428860214702  6250.06167118539
190               6664215.56903122  3185907.64563746  3373627.88935057  -2451.18030388036  -503.181233174798  6225.11062493217
200               6639456.12585307  3180757.36781353  3435752.45400499  -2500.66596203345  -526.862362223705  6199.73111772919
210               6614203.10066466  3175370.6396796   3497621.09234816  -2549.8963591764  -550.471105699948  6173.92580474783
220               6588459.05644413  3169748.19075982  3559229.55957507  -2598.86942516167  -574.006331500006  6147.69733561259
230               6562226.576768    3163890.76185227  3620573.63734893  -2647.58311039391  -597.466916910805  6121.04835432964
240               6535508.26560762  3157799.10493591  3681649.13374464  -2696.0353854316  -620.851748442883  6093.98149922237
250               6508306.74712967  3151473.98307915  3742451.88319167  -2744.22424059173  -644.159721664852  6066.49940287449
260               6480624.66550047  3144916.17035014  3802977.74641644  -2792.14768555883  -667.389741038548  6038.6046920798 
270               6452464.68469429  3138126.45172861  3863222.61038415  -2839.80374899698  -690.54071975538  6010.29998779927
280               6423829.48830545  3131105.6230194   3923182.38824032  -2887.19047816638  -713.611579573407  5981.58790512448
290               6394721.77936428  3123854.49076763  3982853.01925188  -2934.30593854282  -736.601250655794  5952.47105324832
300               6365144.28015685  3116373.87217542  4042230.46874813  -2981.14821344172  -759.508671409993  5922.95203544174
310               6335099.73204843  3108664.59502026  4101310.72806138  -3027.71540364535  -782.332788328244  5893.03344903732
320               6304590.89531065  3100727.49757495  4160089.81446752  -3074.00562703418  -805.072555828953  5862.71788541903
330               6273620.5489524   3092563.42852915  4218563.77112654  -3120.01701822193  -827.726936099283  5832.00793001834
340               6242191.49055424  3084173.24691244  4276728.66702298  -3165.74772819448  -850.29489893877  5800.90616231631
350               6210306.53610653  3075557.82201899  4334580.59690645  -3211.19592395264  -872.775421604151  5769.41515585192
360               6177968.51985099  3066718.03333377  4392115.68123233  -3256.35978815872  -895.167488655308  5737.53747823624
370               6145180.2941259   3057654.77046027  4449330.06610254  -3301.23751878701  -917.470091802206  5705.27569117237
380               6111944.72921466  3048368.93304975  4506219.92320658  -3345.82732877808  -939.682229753229  5672.63235048126
390               6078264.71319786  3038861.43073204  4562781.44976289  -3390.12744569691  -961.802908064589  5639.6100061331 
400               6044143.15180873  3029133.18304778  4619010.86846052  -3434.13611139509  -983.831138990869  5606.21120228426
410               6009582.96829194  3019185.1193822   4674904.42740116  -3477.8515816767  -1005.76594133672  5572.4384773196 
420               5974587.10326575  3009018.17890033  4730458.40004173  -3521.27212596811  -1027.60634030992  5538.29436390036
430               5939158.51458739  2998633.31048373  4785669.08513733  -3564.39602699177  -1049.35136737554  5503.78138901713
440               5903300.17722174  2988031.47266862  4840532.80668485  -3607.22158044381  -1071.00006011135  5468.90207404815
450               5867015.08311316  2977213.63358549  4895045.91386719  -3649.74709467551  -1092.55146206436  5433.65893482257
460               5830306.24106056  2966180.77090007  4949204.78099806  -3691.97089037878  -1114.00462260883  5398.05448168893
470               5793176.67659551  2954933.87175584  5003005.80746756  -3733.8913002754  -1135.35859680519  5362.09121958835
480               5755629.43186349  2943473.93271781  5056445.41768848  -3775.50666881027  -1156.61244526055  5325.77164813286
490               5717667.56550818  2931801.95971776  5109520.06104345  -3816.81535184831  -1177.76523399026  5289.09826168839
500               5679294.15255878  2919918.96800084  5162226.21183286  -3857.81571637572  -1198.81603428068  5252.07354946236
510               5640512.28432021  2907825.98207358  5214560.36922381  -3898.50614020465  -1219.76392255351  5214.69999559609
520               5601325.0682664   2895524.03565313  5266519.05719983  -3938.88501168201  -1240.60798023099  5176.98007926181
530               5561735.62793631  2883014.17161802  5318098.82451179  -3978.95072940213  -1261.34729360276  5138.916274764  
540               5521747.1028329   2870297.44196006  5369296.24462969  -4018.70170192328  -1281.98095369368  5100.51105164525
550               5481362.6483249   2857374.9077377   5420107.9156956   -4058.13634748801  -1302.50805613318  5061.76687479665
560               5440585.43555136  2844247.6390306   5470530.46047773  -4097.25309374754  -1322.92770102586  5022.6862045723 
570               5399418.65132887  2830916.71489554  5520560.52632563  -4136.0503774899  -1343.23899282315  4983.27149690801
580               5357865.49806162  2817383.22332359  5570194.78512663  -4174.52664437197  -1363.44104019665  4943.52520344444
590               5315929.19365396  2803648.26119851  5619429.93326352  -4212.68034865534  -1383.53295591254  4903.44977165426
600               5273612.97142568  2789712.93425646  5668262.69157352  -4250.50995294611  -1403.5138567072  4863.04764497322
610               5230920.08002989  2775578.35704688  5716689.80530859  -4288.01392793861  -1423.38286316447  4822.32126293549
620               5187853.78337333  2761245.65289465  5764708.0440971   -4325.19075216287  -1443.13909959395  4781.27306131279
630               5144417.36053932  2746715.95386343  5812314.20190691  -4362.03891173591  -1462.78169391073  4739.90547225754
640               5100614.1057131   2731990.40072019  5859505.09700993  -4398.55690011702  -1482.30977751635  4698.22092444985
650               5056447.32810961  2717070.14290096  5906277.57194813  -4434.74321786688  -1501.72248518132  4656.22184324823
660               5011920.35190364  2701956.33847768  5952628.49350111  -4470.59637241046  -1521.01895492866  4613.91065084414
670               4967036.51616242  2686650.1541263   5998554.7526552   -4506.11487780381  -1540.19832791896  4571.28976642029
680               4921799.17478039  2671152.76509593  6044053.26457417  -4541.29725450467  -1559.25974833684  4528.36160631261
690               4876211.69641637  2655465.35517921  6089120.96857163  -4576.14202914701  -1578.2023632784  4485.12858417566
700               4830277.46443287  2639589.11668369  6133754.82808502  -4610.64773431932  -1597.02532264062  4441.59311115196
710               4783999.87683765  2623525.25040443  6177951.83065137  -4644.81290834687  -1615.72777901142  4397.75759604452
720               4737382.34622744  2607274.9655976   6221708.98788476  -4678.6360950776  -1634.3088875616  4353.62444549323
730               4690428.29973375  2590839.47995518  6265023.33545562  -4712.11584367209  -1652.76780593785  4309.19606415433
740               4643141.17897076  2574220.01958077  6307891.93307177  -4745.2507083973  -1671.10369415726  4264.47485488368
750               4595524.43998532  2557417.81896636  6350311.86446137  -4778.03924842405  -1689.31571450304  4219.46321892318
760               4547581.55320888  2540434.12097021  6392280.23735772  -4810.48002762857  -1707.40303142177  4174.16355609061
770               4499316.0034114   2523270.17679573  6433794.18348597  -4842.57161439775  -1725.364811422   4128.57826497284
780               4450731.28965722  2505927.24597134  6474850.85855182  -4874.31258143823  -1743.20022297397  4082.70974312229
790               4401830.9252628   2488406.59633138  6515447.44223213  -4905.70150558942  -1760.90843641123  4036.56038725674
800               4352618.43775631  2470709.50399792  6555581.13816764  -4936.73696764037  -1778.48862383293  3990.13259346225
810               4303097.36883901  2452837.25336363  6595249.17395761  -4967.41755215058  -1795.93995900831  3943.42875739929
820               4253271.27434846  2434791.13707552  6634448.80115668  -4997.74184727452  -1813.26161728179  3896.45127451221
830               4203143.72422343  2416572.45601967  6673177.29527373  -5027.70844459016  -1830.45277548007  3849.20254024165
840               4152718.30247046  2398182.51930687  6711431.95577291  -5057.31593893137  -1847.51261182026  3801.68495024021
850               4101998.60713219  2379622.64425917  6749210.10607689  -5086.56292822415  -1864.4403058197  3753.90090059121
860               4050988.25025718  2360894.15639729  6786509.09357223  -5115.44801332694  -1881.23503820686  3705.85278803039
870               3999690.85787141  2341998.389429    6823326.28961704  -5143.96979787465  -1897.89599083399  3657.54301017077
880               3948110.06995125  2322936.68523829  6859659.08955092  -5172.12688812663  -1914.42234659101  3608.97396573067
890               3896249.54039799  2303710.39387539  6895504.91270713  -5199.91789281879  -1930.81328932086  3560.14805476436
900               3844112.93701376  2284320.8735477   6930861.20242711  -5227.34142301939  -1947.06800373631  3511.0676788961 
910               3791703.94147896  2264769.49061149  6965725.4260774   -5254.39609198899  -1963.18567533826  3461.73524155688
920               3739026.24933097  2245057.61956441  7000095.07506886  -5281.08051504424  -1979.16549033541  3412.1531482242 
930               3686083.56994426  2225186.6430388   7033967.6648784   -5307.39330942586  -1995.00663556547  3362.32380666473
940               3632879.62651185  2205157.95179582  7067340.73507302  -5333.33309417036  -2010.70829841778  3312.24962717993
950               3579418.15602791  2184972.94472029  7100211.84933649  -5358.89848998598  -2026.26966675744  3261.93302285457
960               3525702.90927166  2164633.0288163   7132578.59549835  -5384.08811913258  -2041.68992885097  3211.37640980806
970               3471737.65079247  2144139.61920359  7164438.58556558  -5408.90060530564  -2056.96827329348  3160.58220744863
980               3417526.15889604  2123494.13911458  7195789.45575678  -5433.33457352432  -2072.10388893712  3109.55283873038
990               3363072.22563171  2102698.0198922   7226628.86653886  -5457.38865002362  -2087.09596482146  3058.29073041316
1000              3308379.65678081  2081752.70098831  7256954.50266648  -5481.06146215064  -2101.94369010503  3006.79831332527
1010              3253452.27184608  2060659.62996289  7286764.07322402  -5504.35163826502  -2116.64625399864  2955.07802262886
1020              3198293.90404198  2039420.26248382  7316055.31167027  -5527.25780764356  -2131.20284570009  2903.13229808827
1030              3142908.40028601  2018036.0623273   7344825.9758858   -5549.77860038897  -2145.61265433056  2850.96358434091
